MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Land.Contour,Lot.Config,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Gr.Liv.Area,Bsmt.Full.Bath,Full.Bath,Half.Bath,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Misc.Feature,Sale.Type,Sale.Condition,SalePrice
RL,0,7777,Pave,NA,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,203,3,PConc,5,3,1,1,0,1491,GasA,4,1,4,1491,0,1491,0,2,0,2,7,Typ,1,3,Attchd,3,2,571,3,3,Y,0,35,NA,WD ,Normal,178000
RL,72,10152,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,3,4,914,1124,GasA,4,1,4,1124,0,1124,1,1,0,2,6,Typ,1,3,Attchd,3,1,353,3,3,Y,0,211,NA,WD ,Normal,153000
RM,34,4571,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,NA,0,2,BrkTil,3,3,1,1,0,624,GasA,1,0,4,624,720,1344,0,1,0,2,7,Typ,0,0,Detchd,1,3,513,2,2,Y,0,0,NA,COD,Abnorml,98000
RL,60,10230,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,3,3,1,1,0,1054,GasA,4,1,4,1078,0,1078,0,1,0,4,6,Typ,0,0,Detchd,1,1,264,3,3,N,0,0,NA,WD ,Normal,125000
RM,60,5400,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,7,1920,2006,Gable,CompShg,Stucco,Stucco,NA,0,3,CBlock,3,3,1,1,0,931,GasA,2,1,4,1027,0,1027,0,1,0,3,5,Typ,1,3,NA,0,0,0,0,0,N,0,28,NA,WD ,Normal,120000
RL,0,13774,Pave,NA,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283,2,PConc,4,3,1,6,432,908,GasA,4,1,4,1316,972,2288,0,1,2,3,8,Typ,2,3,Attchd,2,2,520,3,3,Y,321,72,NA,WD ,Normal,230000
RL,62,7415,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,3,3,1,6,759,839,GasA,4,1,4,864,729,1593,1,2,1,2,8,Typ,1,3,Attchd,3,2,398,3,3,Y,100,75,NA,WD ,Normal,193000
RL,80,9600,Pave,NA,Low,FR2,Veenker,Feedr,Norm,1Fam,SLvl,8,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,200,3,CBlock,3,3,1,1,0,392,GasA,4,1,4,1487,1012,2499,0,2,1,2,5,Typ,1,4,Attchd,1,2,527,3,3,Y,0,64,NA,WD ,Abnorml,180500
RM,60,9600,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,4,1900,1950,Gable,CompShg,AsbShng,Stucco,NA,0,2,BrkTil,3,2,1,1,0,1095,GasW,1,0,4,1095,679,1774,1,2,0,2,8,Min2,0,0,2Types,1,3,779,2,2,N,0,0,NA,WD ,Normal,87000
RL,0,9572,Pave,NA,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336,3,PConc,5,3,1,6,482,1453,GasA,4,1,4,1453,1357,2810,0,2,1,3,9,Typ,1,5,Attchd,2,2,750,4,4,Y,500,0,NA,WD ,Normal,302000
RL,90,5400,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,1954,2000,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,3,415,833,GasA,4,1,4,833,0,833,0,1,0,3,4,Typ,0,0,Detchd,1,1,326,3,3,Y,0,0,NA,WD ,Normal,117000
RL,63,7875,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,783,GasA,4,1,4,807,702,1509,0,2,1,3,8,Typ,1,4,Attchd,3,2,393,3,3,Y,0,75,NA,WD ,Normal,180000
RL,73,16133,Pave,NA,HLS,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1969,1969,Gable,CompShg,HdBoard,Plywood,NA,0,2,CBlock,4,3,2,5,847,1176,GasA,2,1,4,1176,0,1176,1,1,0,2,5,Typ,0,0,Attchd,1,1,360,3,3,Y,0,92,NA,WD ,Abnorml,119900
RL,79,10240,Pave,NA,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157,2,CBlock,4,3,1,4,625,1686,GasA,2,1,4,1686,0,1686,1,2,0,2,7,Typ,1,3,Attchd,1,2,612,3,3,Y,384,131,NA,WD ,Normal,207500
RL,80,9828,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,8,1995,1995,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,6,584,1128,GasA,4,1,4,1142,878,2020,0,2,1,3,8,Typ,1,3,Attchd,2,2,466,3,3,Y,0,155,NA,WD ,Normal,239500
RL,69,11302,Pave,NA,Lvl,Inside,StoneBr,Norm,Norm,1Fam,1Story,8,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238,3,PConc,4,3,4,6,1422,1814,GasA,4,1,4,1826,0,1826,1,2,0,3,7,Typ,1,3,Attchd,3,3,758,3,3,Y,180,75,NA,New,Partial,319000
RL,0,7424,Pave,NA,Lvl,Inside,Sawyer,Norm,Norm,Duplex,SFoyer,5,1978,1978,Gable,CompShg,Plywood,Plywood,NA,0,2,CBlock,4,3,3,6,1319,1319,GasA,2,1,4,1373,0,1373,1,1,0,2,5,Typ,2,3,Attchd,3,2,591,3,3,Y,0,0,NA,WD ,Normal,160250
RL,88,12803,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99,3,PConc,4,3,2,6,922,1494,GasA,4,1,4,1494,0,1494,1,2,0,3,6,Typ,1,3,Attchd,2,2,530,3,3,Y,192,36,NA,WD ,Normal,221000
RL,65,8775,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,1,6,495,990,GasA,3,1,4,990,0,990,0,1,0,2,5,Typ,0,0,Attchd,1,1,299,3,3,Y,0,64,NA,WD ,Normal,126000
RL,91,11643,Pave,NA,Lvl,Inside,Nonemes,Artery,Norm,Duplex,2Story,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368,2,CBlock,3,3,1,2,500,1248,GasA,2,1,4,1338,1296,2634,1,2,2,2,12,Typ,0,0,Detchd,1,4,968,3,3,Y,0,0,NA,WD ,Normal,200000
RM,51,6120,Pave,NA,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1.5Unf,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,BrkTil,3,3,1,1,0,832,GasA,4,1,3,854,0,854,0,1,0,2,5,Typ,0,0,Detchd,1,2,576,3,3,Y,48,112,NA,WD ,Normal,132000
RL,24,2308,Pave,NA,Lvl,Inside,NPkVill,Norm,Norm,TwnhsE,2Story,6,1974,1974,Gable,CompShg,Plywood,Brk Cmn,NA,0,2,CBlock,3,3,1,5,257,855,GasA,2,1,4,855,467,1322,0,2,1,2,6,Typ,1,2,Attchd,1,2,440,3,3,Y,260,0,NA,WD ,Normal,147000
RM,68,9656,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,2,1923,1970,Gable,CompShg,AsbShng,AsbShng,NA,0,2,BrkTil,2,2,1,1,0,678,GasA,2,0,4,832,0,832,0,1,0,2,5,Typ,1,4,Detchd,1,2,780,2,2,N,0,0,NA,WD ,Abnorml,12789
RL,60,7200,Pave,NA,Lvl,Corner,SWISU,Feedr,Norm,1Fam,1.5Fin,5,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252,2,BrkTil,4,3,1,5,569,731,GasA,4,1,4,981,787,1768,1,1,1,3,7,Typ,2,3,Detchd,1,1,240,3,3,Y,0,0,NA,WD ,Normal,175000
RL,50,6723,Pave,NA,Lvl,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,5,1971,1971,Gable,CompShg,Wd Sdng,HdBoard,NA,0,2,CBlock,4,3,3,6,796,796,GasA,2,1,4,796,0,796,0,1,0,2,5,Typ,0,0,NA,0,0,0,0,0,Y,129,0,NA,WD ,Normal,138000
RL,0,9286,Pave,NA,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,1977,1989,Gable,CompShg,HdBoard,Plywood,NA,0,2,CBlock,4,4,3,5,196,1268,GasA,2,1,4,1268,0,1268,0,1,1,3,5,Typ,0,0,Detchd,1,1,252,3,3,Y,173,0,NA,WD ,Normal,143500
RL,75,9464,Pave,NA,Lvl,Corner,Nonemes,Norm,Norm,1Fam,1Story,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135,2,CBlock,3,3,1,4,570,1080,GasA,3,1,4,1080,0,1080,0,1,0,2,5,Typ,0,0,Attchd,1,1,288,3,3,Y,0,0,NA,WD ,Normal,136000
RL,80,9428,Pave,NA,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,8,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,310,3,PConc,4,3,3,6,729,955,GasA,4,1,4,955,919,1874,1,2,1,3,8,Typ,1,4,Attchd,3,3,880,3,3,Y,168,108,NA,New,Partial,297900
RL,60,10800,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5,1939,2006,Gable,CompShg,VinylSd,VinylSd,NA,0,2,BrkTil,3,3,1,1,0,676,GasA,4,1,4,676,676,1352,0,2,0,3,7,Typ,0,0,Detchd,1,2,720,3,3,Y,187,0,NA,WD ,Normal,149000
RL,67,10566,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,261,3,PConc,4,3,3,6,920,1090,GasA,4,1,4,1090,1124,2214,1,2,1,3,8,Typ,1,3,Attchd,3,3,646,3,3,Y,197,80,NA,WD ,Normal,268500
RL,80,9554,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,8,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125,3,PConc,4,3,1,6,380,777,GasA,4,1,4,1065,846,1911,0,2,1,3,8,Typ,1,3,Attchd,2,2,471,3,3,Y,182,81,NA,WD ,Normal,215000
RL,0,159000,Pave,NA,Low,CulDSac,ClearCr,Norm,Norm,1Fam,1.5Fin,6,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472,3,CBlock,4,3,4,3,697,1444,GasA,3,1,4,1444,700,2144,0,2,0,3,7,Typ,2,3,Attchd,3,2,389,3,3,Y,0,98,Shed,WD ,Normal,277000
RL,60,10134,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,1,0,735,GasA,3,1,3,735,299,1034,0,1,0,2,5,Typ,0,0,Detchd,1,1,240,3,3,Y,0,39,NA,WD ,Normal,109000
RL,85,11924,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,286,4,PConc,5,3,1,6,998,1175,GasA,4,1,4,1182,1142,2324,1,3,0,4,11,Typ,2,4,BuiltIn,3,3,736,3,3,Y,147,21,NA,New,Partial,345000
RM,35,3675,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,SFoyer,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82,2,PConc,4,3,4,6,547,547,GasA,3,1,4,1072,0,1072,1,2,0,2,5,Typ,0,0,Basment,3,2,525,3,3,Y,0,44,NA,New,Partial,140000
RM,110,8472,Grvl,NA,Bnk,Corner,IDOTRR,RRNn,Norm,Duplex,1Story,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,1,CBlock,4,3,4,2,104,816,GasA,2,0,4,816,0,816,1,1,0,2,5,Typ,0,0,CarPort,1,2,516,3,3,Y,106,0,NA,WD ,Normal,110000
RM,68,8927,Pave,NA,Lvl,Inside,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,NA,0,2,CBlock,0,0,0,0,0,0,GasA,2,1,4,1286,368,1654,0,2,0,2,10,Typ,0,0,Attchd,2,2,528,3,3,Y,0,0,NA,WD ,Normal,119500
RL,70,7945,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,NA,0,2,CBlock,3,3,1,5,179,1150,GasA,4,1,3,1150,0,1150,1,1,0,2,6,Typ,0,0,Attchd,2,1,300,3,3,Y,0,0,NA,WD ,Normal,141000
RM,60,7200,Pave,NA,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,1,1,0,803,GasA,4,1,4,803,557,1360,0,1,1,3,6,Typ,0,0,Detchd,1,1,297,3,3,Y,0,65,NA,WD ,Normal,125500
RM,120,13200,Pave,NA,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,SLvl,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234,2,CBlock,3,3,1,4,375,741,GasA,1,1,4,1497,797,2294,0,3,0,2,9,Typ,1,4,Attchd,1,2,658,3,3,Y,0,110,NA,WD ,Normal,202500
RL,0,18800,Pave,NA,Lvl,FR2,NWAmes,Norm,Norm,1Fam,2Story,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,2,PConc,4,3,2,6,712,796,GasA,2,1,4,790,784,1574,1,2,1,2,6,Typ,1,3,Attchd,3,2,566,3,3,Y,306,111,NA,WD ,Normal,190000
RL,93,10481,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,8,2006,2007,Hip,CompShg,CemntBd,CmentBd,NA,0,3,PConc,4,3,3,1,0,2140,GasA,4,1,4,2140,0,2140,0,2,1,3,8,Typ,0,0,Attchd,3,3,894,3,3,Y,136,32,NA,New,Partial,360000
RH,70,6300,Pave,Pave,Lvl,Corner,SWISU,Norm,Norm,1Fam,1.5Fin,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,88,2,PConc,3,2,1,2,832,832,GasA,2,1,4,832,436,1268,0,1,1,2,7,Typ,2,4,Basment,1,1,250,3,3,Y,0,0,NA,WD ,Abnorml,160000
RL,96,12444,Pave,NA,Lvl,FR2,NridgHt,Norm,Norm,1Fam,1Story,8,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,426,4,PConc,5,3,3,6,1336,1932,GasA,4,1,4,1932,0,1932,1,2,0,4,7,Typ,1,4,Attchd,3,3,774,3,3,Y,0,66,NA,New,Partial,394617
RL,85,10200,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,440,2,CBlock,3,3,1,2,844,1434,GasA,2,1,4,1434,0,1434,1,2,0,2,7,Typ,1,4,Attchd,2,2,528,3,3,Y,80,21,NA,WD ,Normal,157000
RM,59,10690,Pave,NA,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,2Story,5,1920,1997,Hip,CompShg,VinylSd,VinylSd,NA,0,2,CBlock,3,2,1,3,456,672,GasA,3,1,3,672,672,1344,0,1,0,2,6,Typ,0,0,Detchd,1,1,468,3,2,Y,0,128,NA,WD ,Normal,147000
RL,0,10382,Pave,NA,Lvl,Corner,NWAmes,PosN,Norm,1Fam,2Story,7,1973,1973,Gable,CompShg,HdBoard,HdBoard,Stone,240,2,CBlock,4,3,2,5,859,1107,GasA,4,1,4,1107,983,2090,1,2,1,2,7,Typ,2,3,Attchd,2,2,484,3,3,Y,235,204,Shed,WD ,Normal,200000
RM,63,11426,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,2fmCon,1.5Fin,4,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,Stone,3,3,1,1,0,828,GasA,3,1,3,828,658,1594,0,2,0,2,9,Typ,0,0,NA,0,0,0,0,0,N,0,172,NA,WD ,Normal,118000
RL,60,11409,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,3,3,1,2,292,768,GasA,3,1,4,1148,568,1716,0,1,1,2,8,Min2,1,4,Attchd,1,1,281,3,3,Y,0,0,NA,WD ,Normal,131000
RM,57,8094,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,4,1915,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,1,0,888,GasA,4,1,4,888,1074,1962,0,1,1,2,9,Typ,1,3,Detchd,1,2,572,3,3,Y,160,0,NA,WD ,Normal,149500
RL,73,8760,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,1Story,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220,2,CBlock,3,3,1,1,0,1194,GasA,2,1,4,1194,0,1194,1,1,0,2,6,Typ,0,0,Attchd,2,1,312,3,3,Y,0,0,NA,WD ,Normal,148000
RL,72,9360,Pave,NA,Bnk,Inside,Mitchel,Norm,Norm,1Fam,SFoyer,6,1977,1977,Gable,CompShg,Plywood,Plywood,NA,0,2,CBlock,4,3,3,6,841,957,GasA,2,1,4,1287,0,1287,1,1,1,2,5,Typ,2,2,Attchd,2,2,541,3,3,Y,302,39,NA,WD ,Normal,173000
RL,36,2448,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106,3,PConc,4,3,1,6,573,764,GasA,4,1,4,764,862,1626,1,2,1,3,6,Typ,0,0,BuiltIn,2,2,474,3,3,Y,0,27,NA,WD ,Normal,154000
RL,85,11075,Pave,NA,Lvl,Inside,Nonemes,Norm,Norm,1Fam,2Story,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,NA,0,2,CBlock,2,3,2,5,500,952,GasA,2,1,4,1092,1020,2112,0,2,1,2,9,Typ,2,4,Attchd,1,2,576,3,3,Y,280,0,NA,WD ,Normal,206900
RL,0,7750,Pave,NA,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,1,6,250,384,GasA,4,1,4,774,656,1430,0,2,1,2,7,Typ,1,3,BuiltIn,3,2,400,3,3,Y,180,0,NA,WD ,Normal,180000
RL,86,10380,Pave,NA,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172,3,CBlock,3,3,4,2,28,1502,GasA,4,1,4,1553,1177,2730,1,2,1,3,8,Typ,1,3,Attchd,3,2,576,3,3,Y,201,96,NA,WD ,Normal,301000
RL,61,7943,Pave,NA,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1Story,4,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192,2,CBlock,3,3,2,3,903,1029,GasA,3,1,4,1029,0,1029,1,1,0,2,5,Typ,0,0,Attchd,1,1,261,3,3,Y,64,0,NA,WD ,Normal,118500
RL,67,16285,Pave,NA,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,2001,2002,Gable,CompShg,VinylSd,VinylSd,NA,0,3,PConc,4,3,1,1,0,1413,GasA,4,1,4,1430,0,1430,0,2,0,3,6,Typ,0,0,Attchd,2,2,605,3,3,Y,0,33,NA,WD ,Normal,187100
RL,67,8877,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,2,CBlock,2,2,1,2,836,836,GasA,2,1,2,1220,0,1220,0,1,0,2,6,Typ,0,0,Detchd,1,2,396,3,3,Y,0,0,NA,COD,Normal,102000
RL,152,12134,Pave,NA,Bnk,Inside,Gilbert,Norm,Norm,1Fam,1.5Fin,8,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0,3,Wood,4,3,3,6,427,559,GasA,3,1,4,1080,672,1752,0,2,0,2,8,Typ,0,0,Basment,2,2,492,3,3,Y,325,12,NA,WD ,Normal,164000
RL,65,7800,Pave,NA,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1966,2008,Hip,CompShg,HdBoard,HdBoard,BrkFace,47,2,CBlock,3,3,2,4,240,864,GasA,4,1,4,892,0,892,1,1,0,3,5,Typ,0,0,Detchd,1,1,416,3,3,Y,0,0,NA,WD ,Normal,137900
RL,88,10179,Pave,NA,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,NA,0,2,PConc,4,3,1,5,847,945,GasA,4,1,4,945,663,1608,0,2,1,2,7,Typ,1,3,Attchd,3,2,470,3,3,Y,252,30,NA,WD ,Normal,189500
RL,79,11850,Pave,NA,Lvl,FR2,NWAmes,Norm,Norm,1Fam,1Story,6,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,98,2,CBlock,4,3,1,5,781,1153,GasA,2,1,4,1177,0,1177,0,2,0,3,6,Typ,0,0,Attchd,3,2,495,3,3,Y,204,103,NA,WD ,Normal,151500
RM,100,12000,Pave,NA,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,1948,2005,Gable,CompShg,MetalSd,MetalSd,NA,0,2,CBlock,3,3,1,6,144,924,GasA,4,1,4,1122,0,1122,1,1,0,3,6,Typ,0,0,Attchd,1,2,528,3,3,Y,0,36,NA,WD ,Normal,147000
RL,76,9291,Pave,NA,Lvl,Corner,SawyerW,RRNe,Norm,1Fam,2Story,6,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120,3,PConc,4,3,1,6,426,832,GasA,4,1,4,832,878,1710,0,2,1,3,7,Typ,0,0,Attchd,2,2,506,3,3,Y,144,70,NA,WD ,Normal,187000
RM,59,5568,Pave,NA,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,473,3,PConc,4,3,4,6,1573,1573,GasA,3,1,4,1625,0,1625,1,2,0,3,5,Typ,1,4,Attchd,3,2,495,3,3,Y,123,0,NA,New,Partial,375000
RL,46,4054,Pave,NA,Lvl,Inside,Timber,Norm,Norm,TwnhsE,1Story,7,1987,1987,Gable,CompShg,VinylSd,VinylSd,BrkFace,352,3,BrkTil,4,3,3,6,949,1501,GasA,4,1,4,1501,0,1501,1,2,0,3,5,Typ,2,3,Attchd,3,2,512,3,3,Y,240,0,NA,WD ,Normal,244000
RL,64,7804,Pave,NA,Lvl,Inside,SWISU,Norm,Norm,Duplex,2.5Unf,6,1930,1950,Gable,CompShg,Stucco,Stucco,NA,0,2,BrkTil,3,3,1,5,281,960,GasA,4,1,4,960,960,1920,2,2,2,2,10,Typ,2,4,Detchd,1,2,480,3,3,Y,248,0,NA,WD ,Abnorml,161900
RL,51,10480,Pave,NA,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,NA,0,2,BrkTil,3,3,1,1,0,1064,GasA,4,1,3,1166,0,1639,0,1,0,2,6,Maj2,0,0,Detchd,1,1,240,3,3,Y,0,0,NA,WD ,Normal,115000
RL,0,10832,Pave,NA,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,1994,1996,Gable,CompShg,MetalSd,MetalSd,NA,0,3,PConc,4,3,1,1,0,712,GasA,4,1,4,1086,809,1895,0,2,1,3,7,Typ,1,3,Attchd,3,2,409,3,3,Y,143,46,Shed,WD ,Normal,194500
RM,0,9763,Pave,NA,Lvl,Inside,GrnHill,Norm,Norm,TwnhsE,1Story,7,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,239,3,PConc,4,3,1,6,1102,1502,GasA,4,1,4,1502,0,1502,1,1,1,3,5,Typ,1,3,Attchd,3,1,286,3,3,Y,0,0,NA,WD ,Normal,330000
RM,40,5680,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,1901,1950,Gable,CompShg,AsbShng,AsbShng,NA,0,2,CBlock,3,3,1,1,0,592,GasA,2,0,3,933,240,1173,0,2,0,2,7,Typ,0,0,Detchd,1,1,240,3,2,Y,0,25,NA,WD ,AdjLand,113000
RL,60,12900,Pave,NA,Lvl,Inside,Sawyer,Feedr,Norm,Duplex,SFoyer,4,1969,1969,Gable,CompShg,Plywood,Plywood,NA,0,2,CBlock,4,3,3,6,1198,1198,GasA,2,1,4,1258,0,1258,2,0,2,2,6,Typ,0,0,CarPort,1,2,400,2,3,Y,120,0,NA,WD ,Alloca,108959
RL,60,10800,Pave,NA,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,5,1987,1988,Gable,CompShg,Plywood,Plywood,NA,0,2,CBlock,4,4,4,6,1200,1200,GasA,2,1,4,1200,0,1200,3,3,0,2,5,Typ,0,0,NA,0,0,0,0,0,Y,120,0,NA,WD ,Alloca,179000
RL,77,10872,Pave,NA,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,9,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122,3,PConc,5,4,3,6,1037,1504,GasA,4,1,4,1531,0,1531,1,2,0,4,6,Typ,1,4,Attchd,3,3,700,3,3,Y,184,52,NA,WD ,Normal,300000
RL,108,13173,Pave,NA,Lvl,Corner,NridgHt,Norm,Norm,1Fam,1Story,9,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300,3,PConc,5,3,1,6,1572,1652,GasA,4,1,4,1652,0,1652,1,2,0,4,6,Typ,2,5,Attchd,3,2,840,3,3,Y,404,102,NA,WD ,Normal,325000
RL,0,12046,Pave,NA,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,6,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,298,2,CBlock,3,3,1,2,156,848,GasA,2,1,4,1118,912,2030,0,2,1,3,8,Typ,1,3,Attchd,3,2,551,3,3,Y,0,224,NA,WD ,Normal,195000
